"x","y","path","block_id","ring","segment"
3.383382,-5.840824,18,469,7,31
3.433529,-5.811487,19,469,7,31
3.483421,-5.781719,20,469,7,31
3.533055,-5.751523,21,469,7,31
3.582428,-5.720901,22,469,7,31
2.963394,-5.785179,1,470,7,32
2.913491,-5.810471,2,470,7,32
2.863372,-5.835332,3,470,7,32
2.813041,-5.859761,4,470,7,32
2.762502,-5.883756,5,470,7,32
2.711758,-5.907315,6,470,7,32
2.660814,-5.930436,7,470,7,32
2.609672,-5.953118,8,470,7,32
2.558337,-5.975359,9,470,7,32
2.506812,-5.997157,10,470,7,32
2.455102,-6.018511,11,470,7,32
2.549529,-6.249992,12,470,7,32
2.603228,-6.227817,13,470,7,32
2.656734,-6.20518,14,470,7,32
2.710044,-6.182084,15,470,7,32
2.763153,-6.15853,16,470,7,32
2.816057,-6.134519,17,470,7,32
2.868752,-6.110054,18,470,7,32
2.921235,-6.085136,19,470,7,32
2.973502,-6.059768,20,470,7,32
3.025548,-6.033951,21,470,7,32
3.07737,-6.007686,22,470,7,32
2.455102,-6.018511,1,471,7,33
2.40321,-6.039419,2,471,7,33
2.351139,-6.05988,3,471,7,33
2.298895,-6.079892,4,471,7,33
2.24648,-6.099453,5,471,7,33
2.193899,-6.118563,6,471,7,33
2.141155,-6.137219,7,471,7,33
2.088253,-6.15542,8,471,7,33
2.035196,-6.173166,9,471,7,33
1.981988,-6.190454,10,471,7,33
1.928633,-6.207284,11,471,7,33
2.002812,-6.446026,12,471,7,33
2.058218,-6.428549,13,471,7,33
2.113473,-6.410595,14,471,7,33
2.16857,-6.392167,15,471,7,33
2.223507,-6.373266,16,471,7,33
2.27828,-6.353892,17,471,7,33
2.332883,-6.334047,18,471,7,33
2.387314,-6.313734,19,471,7,33
2.441568,-6.292952,20,471,7,33
2.495641,-6.271705,21,471,7,33
2.549529,-6.249992,22,471,7,33
1.928633,-6.207284,1,472,7,34
1.875136,-6.223654,2,472,7,34
1.821499,-6.239562,3,472,7,34
1.767728,-6.255009,4,472,7,34
1.713826,-6.269992,5,472,7,34
1.659796,-6.284511,6,472,7,34
1.605644,-6.298564,7,472,7,34
1.551373,-6.31215,8,472,7,34
1.496987,-6.325269,9,472,7,34
1.44249,-6.337919,10,472,7,34
1.387886,-6.3501,11,472,7,34
1.441266,-6.594335,12,472,7,34
1.49797,-6.581686,13,472,7,34
1.554563,-6.568549,14,472,7,34
1.611041,-6.554925,15,472,7,34
1.6674,-6.540816,16,472,7,34
1.723635,-6.526223,17,472,7,34
1.779742,-6.511146,18,472,7,34
1.835718,-6.495586,19,472,7,34
1.891557,-6.479546,20,472,7,34
1.947256,-6.463025,21,472,7,34
2.002812,-6.446026,22,472,7,34
1.387886,-6.3501,1,473,7,35
1.333179,-6.361811,2,473,7,35
1.278374,-6.37305,3,473,7,35
1.223474,-6.383816,4,473,7,35
1.168483,-6.39411,5,473,7,35
1.113405,-6.403931,6,473,7,35
1.058246,-6.413277,7,473,7,35
1.003007,-6.422147,8,473,7,35
0.9476948,-6.430542,9,473,7,35
0.892312,-6.438461,10,473,7,35
0.8368632,-6.445903,11,473,7,35
0.8690502,-6.693822,12,473,7,35
0.9266317,-6.686094,13,473,7,35
0.9841446,-6.677871,14,473,7,35
1.041585,-6.669153,15,473,7,35
1.098947,-6.659941,16,473,7,35
1.156229,-6.650236,17,473,7,35
1.213424,-6.640038,18,473,7,35
1.27053,-6.629348,19,473,7,35
1.327542,-6.618167,20,473,7,35
1.384455,-6.606496,21,473,7,35
1.441266,-6.594335,22,473,7,35
0.8368632,-6.445903,1,474,7,36
0.7813523,-6.452867,2,474,7,36
0.7257835,-6.459353,3,474,7,36
0.670161,-6.46536,4,474,7,36
0.6144889,-6.470889,5,474,7,36
0.5587712,-6.475938,6,474,7,36
0.5030121,-6.480508,7,474,7,36
0.4472158,-6.484597,8,474,7,36
0.3913863,-6.488206,9,474,7,36
0.3355278,-6.491334,10,474,7,36
0.2796445,-6.493982,11,474,7,36
0.2904001,-6.74375,12,474,7,36
0.3484328,-6.741001,13,474,7,36
0.4064396,-6.737752,14,474,7,36
0.4644164,-6.734005,15,474,7,36
0.5223587,-6.729758,16,474,7,36
0.5802624,-6.725013,17,474,7,36
0.6381231,-6.719769,18,474,7,36
0.6959365,-6.714028,19,474,7,36
0.7536983,-6.707789,20,474,7,36
0.8114043,-6.701054,21,474,7,36
0.8690502,-6.693822,22,474,7,36
0.2796445,-6.493982,1,475,7,37
0.2237405,-6.496148,2,475,7,37
0.1678199,-6.497833,3,475,7,37
0.1118868,-6.499037,4,475,7,37
0.05594548,-6.499759,5,475,7,37
7.959941e-16,-6.5,6,475,7,37
-0.05594548,-6.499759,7,475,7,37
-0.1118868,-6.499037,8,475,7,37
-0.1678199,-6.497833,9,475,7,37
-0.2237405,-6.496148,10,475,7,37
-0.2796445,-6.493982,11,475,7,37
-0.2904001,-6.74375,12,475,7,37
-0.2323459,-6.746,13,475,7,37
-0.1742745,-6.74775,14,475,7,37
-0.1161902,-6.749,15,475,7,37
-0.05809723,-6.74975,16,475,7,37
-5.168595e-15,-6.75,17,475,7,37
0.05809723,-6.74975,18,475,7,37
0.1161902,-6.749,19,475,7,37
0.1742745,-6.74775,20,475,7,37
0.2323459,-6.746,21,475,7,37
0.2904001,-6.74375,22,475,7,37
-0.2796445,-6.493982,1,476,7,38
-0.3355278,-6.491334,2,476,7,38
-0.3913863,-6.488206,3,476,7,38
